images,labels
ISIC_0073244,19
ISIC_1147681,19
ISIC_0026647,15
ISIC_0499801,17
ISIC_4232172,17
ISIC_0053720,19
ISIC_4923819,19
ISIC_0059741,8
ISIC_4452285,19
ISIC_0082704,19
ISIC_0009971,15
ISIC_0008900,19
ISIC_0060516,19
ISIC_0063514,8
ISIC_5781274,17
ISIC_0062561,24
ISIC_1384413,19
ISIC_0502016,17
ISIC_4821309,19
ISIC_0068969,8
ISIC_7349440,15
ISIC_9144769,19
ISIC_4214531,17
ISIC_6773319,19
ISIC_0034120,15
ISIC_8285008,19
ISIC_4230496,19
ISIC_0875971,19
ISIC_0030098,19
ISIC_3633227,17
ISIC_0001519,19
ISIC_0001765,19
ISIC_5493359,19
ISIC_0010129,19
ISIC_3659682,17
ISIC_2208844,17
ISIC_0033701,21
ISIC_0006482,19
ISIC_0029189,19
ISIC_0163765,17
ISIC_0026155,19
ISIC_0001352,19
ISIC_0026878,19
ISIC_0000532,19
ISIC_3990092,17
ISIC_9842660,17
ISIC_0405253,17
ISIC_2507944,17
ISIC_0696408,17
ISIC_5939374,17
ISIC_0012414,23
ISIC_0704233,17
ISIC_0054716,19
ISIC_8755312,17
ISIC_0057700,15
ISIC_0024301,8
ISIC_0009948,19
ISIC_0001731,19
ISIC_3635300,17
ISIC_3274253,17
ISIC_0000595,19
ISIC_0012489,19
ISIC_0842426,17
ISIC_0003989,19
ISIC_0060883,15
ISIC_7489521,19
ISIC_1037947,17
ISIC_4046055,17
ISIC_8706667,17
ISIC_0026672,19
ISIC_7471246,17
ISIC_0033870,19
ISIC_3285637,19
ISIC_4327726,17
ISIC_3281568,17
ISIC_0009570,19
ISIC_0765397,17
ISIC_0072524,19
ISIC_0026409,21
ISIC_6970607,17
ISIC_0004811,19
ISIC_0030760,15
ISIC_3177631,19
ISIC_1513720,17
ISIC_2427035,17
ISIC_7843804,19
ISIC_0011870,15
ISIC_0070677,19
ISIC_0034089,15
ISIC_0061680,15
ISIC_0011567,19
ISIC_7808132,17
ISIC_0401647,24
ISIC_0027504,21
ISIC_0027616,15
ISIC_0058569,15
ISIC_0058149,15
ISIC_0007545,19
ISIC_2001699,19
ISIC_4027455,17
ISIC_2733902,17
ISIC_0005728,19
ISIC_7307866,17
ISIC_0028898,15
ISIC_3629614,19
ISIC_5146942,19
ISIC_0006501,19
ISIC_0026851,19
ISIC_4562725,17
ISIC_5220578,17
ISIC_4377403,17
ISIC_4478364,17
ISIC_0032267,19
ISIC_0011852,13
ISIC_0001648,19
ISIC_8712998,17
ISIC_6097168,17
ISIC_0002156,19
ISIC_0033256,11
ISIC_8859388,17
ISIC_0007785,19
ISIC_0063631,25
ISIC_7619022,17
ISIC_0026785,19
ISIC_8492731,17
ISIC_0054074,8
ISIC_0006059,19
ISIC_0007295,19
ISIC_0001220,19
ISIC_3037952,17
ISIC_1793200,17
ISIC_1330763,17
ISIC_0006156,19
ISIC_0060968,15
ISIC_0007014,19
ISIC_0059532,15
ISIC_0032155,19
ISIC_0225245,17
ISIC_0065207,8
ISIC_6876820,17
ISIC_8889975,19
ISIC_0027721,15
ISIC_2517258,17
ISIC_3390118,17
ISIC_0061951,19
ISIC_0029190,19
ISIC_3193988,17
ISIC_0059255,8
ISIC_0066862,19
ISIC_0025315,19
ISIC_1328717,17
ISIC_0034072,19
ISIC_2927289,19
ISIC_7624563,17
ISIC_7745953,17
ISIC_0070794,15
ISIC_8709211,17
ISIC_0012878,19
ISIC_7552159,19
ISIC_7755096,15
ISIC_2003991,15
ISIC_0003239,19
ISIC_0056980,19
ISIC_0004084,19
ISIC_0001722,19
ISIC_0011334,15
ISIC_6257646,17
ISIC_8651541,17
ISIC_7439301,17
ISIC_0032025,19
ISIC_2030748,19
ISIC_0026198,19
ISIC_0065074,19
ISIC_6696536,17
ISIC_3876629,17
ISIC_0000985,19
ISIC_0008198,19
ISIC_0031271,11
ISIC_4939321,17
ISIC_0033453,21
ISIC_0058540,2
ISIC_2328829,19
ISIC_9041459,19
ISIC_0026826,19
ISIC_6724095,17
ISIC_7967108,17
ISIC_4073281,17
ISIC_4187627,19
ISIC_0005617,19
ISIC_0067490,2
ISIC_0032947,25
ISIC_0024792,15
ISIC_0069389,23
ISIC_1732761,17
ISIC_9176160,17
ISIC_9418224,19
ISIC_0056344,19
ISIC_7876499,17
ISIC_0065602,8
ISIC_0011026,19
ISIC_0024997,21
ISIC_0056257,19
ISIC_7405224,17
ISIC_0008529,19
ISIC_0443266,17
ISIC_8904326,17
ISIC_0007985,19
ISIC_0031438,19
ISIC_0810640,19
ISIC_8050904,17
ISIC_0033263,19
ISIC_3096949,17
ISIC_7533216,17
ISIC_8916370,17
ISIC_0058530,19
ISIC_0024701,15
ISIC_1095325,17
ISIC_0066125,8
ISIC_4493347,17
ISIC_7446263,19
ISIC_9345294,17
ISIC_0025916,19
ISIC_2123513,19
ISIC_0067576,15
ISIC_0010108,19
ISIC_0006395,19
ISIC_0002920,19
ISIC_0003346,19
ISIC_0006652,19
ISIC_0060732,19
ISIC_0061623,15
ISIC_2620837,17
ISIC_0072116,19
ISIC_0067536,15
ISIC_0033937,19
ISIC_2024502,17
ISIC_2239134,17
ISIC_9104982,19
ISIC_0065210,15
ISIC_0005414,19
ISIC_0030233,8
ISIC_0033202,19
ISIC_0032409,26
ISIC_2440165,17
ISIC_0007240,19
ISIC_0069002,8
ISIC_0637539,17
ISIC_0011949,15
ISIC_2661646,17
ISIC_0025375,19
ISIC_5780588,17
ISIC_0001900,19
ISIC_0685154,17
ISIC_8751393,17
ISIC_0028312,19
ISIC_0028044,19
ISIC_7988807,17
ISIC_0006658,19
ISIC_9237193,17
ISIC_1204130,19
ISIC_2016546,17
ISIC_0007644,19
ISIC_0025243,19
ISIC_0413563,15
ISIC_0477898,19
ISIC_7073459,17
ISIC_3373242,17
ISIC_7891992,19
ISIC_0024733,15
ISIC_0006335,19
ISIC_0010120,15
ISIC_8295834,17
ISIC_0024928,19
ISIC_0072894,19
ISIC_4045323,19
ISIC_4702258,17
ISIC_6963954,17
ISIC_7797745,17
ISIC_0057899,25
ISIC_0013706,23
ISIC_0071095,15
ISIC_7121365,17
ISIC_2404779,17
ISIC_7553970,17
ISIC_9008095,17
ISIC_0024474,19
ISIC_0007951,19
ISIC_6041385,19
ISIC_0000529,19
ISIC_3180213,24
ISIC_0032988,15
ISIC_0009766,19
ISIC_0068361,23
ISIC_1093722,19
ISIC_0054434,15
ISIC_0000121,19
ISIC_0003427,19
ISIC_0010206,19
ISIC_0010117,19
ISIC_0013801,19
ISIC_0003885,19
ISIC_8692556,17
ISIC_1574947,19
ISIC_0011690,19
ISIC_0013330,19
ISIC_3072259,17
ISIC_0005456,19
ISIC_8966194,17
ISIC_0009102,19
ISIC_0063075,24
ISIC_0066206,8
ISIC_3913169,17
ISIC_4988141,19
ISIC_0010009,19
ISIC_1255210,17
ISIC_0030165,15
ISIC_0073187,19
ISIC_0029181,19
ISIC_0005237,19
ISIC_0007015,19
ISIC_4356872,17
ISIC_0067751,19
ISIC_0003831,19
ISIC_2204121,17
ISIC_0013890,23
ISIC_0001497,19
ISIC_1477615,17
ISIC_0054069,19
ISIC_1632313,17
ISIC_0069696,8
ISIC_9061511,17
ISIC_0062353,19
ISIC_3799267,19
ISIC_9066883,17
ISIC_0010260,19
ISIC_0031315,19
ISIC_0032625,19
ISIC_3743409,17
ISIC_3489630,17
ISIC_5361965,17
ISIC_9030482,17
ISIC_4677514,17
ISIC_2998367,17
ISIC_2072308,17
ISIC_4932844,17
ISIC_2916677,17
ISIC_0011937,20
ISIC_0319715,17
ISIC_3508429,17
ISIC_0006636,19
ISIC_0069071,19
ISIC_1153069,17
ISIC_0024854,19
ISIC_3971712,17
ISIC_0025252,19
ISIC_0070077,19
ISIC_6306658,17
ISIC_0004381,19
ISIC_4815277,17
ISIC_0006607,19
ISIC_3192233,17
ISIC_7392931,17
ISIC_6549150,17
ISIC_9111281,23
ISIC_0032031,21
ISIC_2721178,17
ISIC_0000146,15
ISIC_1476281,17
ISIC_9260395,17
ISIC_8292279,19
ISIC_0007633,19
ISIC_3347362,17
ISIC_1355890,19
ISIC_0005631,19
ISIC_2776702,17
ISIC_9863562,17
ISIC_4894156,17
ISIC_8065001,17
ISIC_0007110,19
ISIC_3538402,17
ISIC_0064091,19
ISIC_0003328,19
ISIC_0065358,19
ISIC_0027311,19
ISIC_0062421,24
ISIC_0067762,11
ISIC_0031780,19
ISIC_0024926,19
ISIC_2692262,17
ISIC_0025769,19
ISIC_0065481,8
ISIC_7285753,17
ISIC_0010994,19
ISIC_0062956,8
ISIC_2687068,17
ISIC_2204100,17
ISIC_6485672,17
ISIC_8519931,17
ISIC_0991133,17
ISIC_0004389,19
ISIC_4470346,2
ISIC_0005186,19
ISIC_0029551,19
ISIC_4168757,17
ISIC_2511771,17
ISIC_6399923,17
ISIC_1161370,17
ISIC_0007839,19
ISIC_0009896,19
ISIC_0010859,19
ISIC_0029674,21
ISIC_0055493,8
ISIC_9807242,17
ISIC_0338723,17
ISIC_0055569,24
ISIC_1442186,19
ISIC_6268546,17
ISIC_2996057,19
ISIC_0057385,19
ISIC_6307850,17
ISIC_7302626,17
ISIC_9102352,17
ISIC_0033836,19
ISIC_6501071,19
ISIC_5746845,17
ISIC_0066404,15
ISIC_0056068,19
ISIC_4355549,17
ISIC_0067282,19
ISIC_2212473,15
ISIC_0065756,19
ISIC_6283893,17
ISIC_9065461,17
ISIC_0003599,19
ISIC_0389629,17
ISIC_0033650,19
ISIC_3353862,17
ISIC_0008483,19
ISIC_6331731,19
ISIC_0030253,19
ISIC_0034018,19
ISIC_5336451,17
ISIC_9572152,17
ISIC_9744087,17
ISIC_0055089,8
ISIC_0070907,23
ISIC_6210962,19
ISIC_1388552,15
ISIC_9640145,17
ISIC_0014219,15
ISIC_9751601,17
ISIC_4960406,17
ISIC_5236233,17
ISIC_0031306,19
ISIC_8323234,17
ISIC_6041664,19
ISIC_1872534,17
ISIC_0005327,19
ISIC_0060592,19
ISIC_2185831,17
ISIC_0005036,19
ISIC_0010336,19
ISIC_4684171,19
ISIC_4923606,17
ISIC_0002731,19
ISIC_0026046,21
ISIC_0056255,8
ISIC_3193768,17
ISIC_7020177,17
ISIC_0032676,19
ISIC_0029636,19
ISIC_0063139,19
ISIC_7548634,17
ISIC_0002950,19
ISIC_0069135,23
ISIC_0002957,19
ISIC_0002585,19
ISIC_0007412,19
ISIC_6798517,17
ISIC_0033133,19
ISIC_0000884,19
ISIC_0012800,23
ISIC_1180551,17
ISIC_5305757,17
ISIC_0025740,19
ISIC_7039465,17
ISIC_6019539,23
ISIC_0002323,19
ISIC_0065417,15
ISIC_5039708,17
ISIC_0072121,15
ISIC_1353094,17
ISIC_5821552,17
ISIC_0031195,19
ISIC_0034042,19
ISIC_2593795,17
ISIC_4969249,17
ISIC_0011835,19
ISIC_0027985,19
ISIC_0031386,15
ISIC_2803072,19
ISIC_0072048,8
ISIC_0065278,15
ISIC_6607639,17
ISIC_0005640,19
ISIC_0007740,19
ISIC_9874505,17
ISIC_0026443,21
ISIC_0058949,25
ISIC_3110425,17
ISIC_4682438,17
ISIC_0004961,19
ISIC_9540703,19
ISIC_2169311,17
ISIC_0004433,19
ISIC_0005964,19
ISIC_4181530,17
ISIC_0029703,19
ISIC_0032574,19
ISIC_4203961,17
ISIC_3729849,17
ISIC_0053506,2
ISIC_0056788,15
ISIC_4653167,17
ISIC_0002127,19
ISIC_0954841,17
ISIC_0063714,8
ISIC_0931454,17
ISIC_8339129,17
ISIC_0012544,19
ISIC_8824464,19
ISIC_4864523,17
ISIC_5916208,26
ISIC_0066856,25
ISIC_1473522,15
ISIC_7946161,17
ISIC_4159272,17
ISIC_5891278,17
ISIC_3530422,17
ISIC_0067295,8
ISIC_0031821,15
ISIC_0031949,19
ISIC_0006705,19
ISIC_6173142,17
ISIC_0010758,19
ISIC_0002932,19
ISIC_0002867,19
ISIC_0009564,19
ISIC_4083947,17
ISIC_5075453,17
ISIC_0009991,19
ISIC_0034097,19
ISIC_5237946,17
ISIC_0033313,19
ISIC_0057889,15
ISIC_0000583,19
ISIC_0651166,17
ISIC_4566098,17
ISIC_0012002,19
ISIC_2884038,15
ISIC_2231300,17
ISIC_0026808,19
ISIC_0059775,8
ISIC_8637407,17
ISIC_0601638,19
ISIC_0001918,19
ISIC_9614763,17
ISIC_2459724,17
ISIC_2402717,17
ISIC_1393849,17
ISIC_0002406,19
ISIC_0000075,19
ISIC_0009487,19
ISIC_9091954,17
ISIC_0004758,19
ISIC_0026272,19
ISIC_0028782,19
ISIC_7942881,15
ISIC_0223461,24
ISIC_4811165,17
ISIC_5736971,26
ISIC_6047197,17
ISIC_0030974,19
ISIC_8806647,17
ISIC_0070367,8
ISIC_0070959,15
ISIC_9315146,17
ISIC_3460083,19
ISIC_6380662,17
ISIC_0006401,19
ISIC_2482653,17
ISIC_0027451,21
ISIC_2015441,19
ISIC_6444694,17
ISIC_8605191,17
ISIC_0066009,8
ISIC_5746706,17
ISIC_3080307,17
ISIC_0675785,17
ISIC_0003366,19
ISIC_3105324,17
ISIC_0000823,19
ISIC_7782502,19
ISIC_9569669,17
ISIC_0009154,19
ISIC_2061854,17
ISIC_9296862,17
ISIC_3213484,19
ISIC_1508215,19
ISIC_2986684,17
ISIC_0057333,8
ISIC_0000076,15
ISIC_1537939,17
ISIC_0944828,17
ISIC_0028527,19
ISIC_0008867,19
ISIC_0444603,17
ISIC_5100134,17
ISIC_1448835,17
ISIC_0030472,19
ISIC_0008501,19
ISIC_0005328,19
ISIC_3067885,17
ISIC_5043996,17
ISIC_0008800,19
ISIC_0061324,8
ISIC_0027698,19
ISIC_0031337,19
ISIC_0072687,19
ISIC_6591815,19
ISIC_0027519,19
ISIC_8065962,17
ISIC_7183651,19
ISIC_3874619,17
ISIC_0072436,24
ISIC_4452233,17
ISIC_0026679,21
ISIC_0032235,21
ISIC_0070709,15
ISIC_0025825,2
ISIC_9444359,17
ISIC_0014742,19
ISIC_0028078,19
ISIC_7288992,17
ISIC_0068500,19
ISIC_5923940,19
ISIC_0025286,21
ISIC_0010970,19
ISIC_0012756,15
ISIC_0010214,24
ISIC_0027021,15
ISIC_0069232,23
ISIC_0001927,19
ISIC_8094833,17
ISIC_0333051,17
ISIC_6509801,17
ISIC_5188065,17
ISIC_0002063,19
ISIC_0856856,17
ISIC_7670737,19
ISIC_6000407,17
ISIC_6329217,17
ISIC_1858123,17
ISIC_3984965,17
ISIC_0000031,15
ISIC_0072485,19
ISIC_0054979,15
ISIC_0026733,19
ISIC_0010119,15
ISIC_8028631,17
ISIC_3834800,17
ISIC_7161002,17
ISIC_0009287,19
ISIC_0025606,26
ISIC_0013911,19
ISIC_0559686,17
ISIC_0057443,19
ISIC_1888148,17
ISIC_5709772,17
ISIC_0071923,8
ISIC_0002465,19
ISIC_5679678,19
ISIC_0056441,19
ISIC_0002705,19
ISIC_0009066,19
ISIC_0025465,21
ISIC_0071163,8
ISIC_0010054,15
ISIC_0057328,15
ISIC_0000460,19
ISIC_8159779,17
ISIC_3501997,17
ISIC_0032792,19
ISIC_0006030,19
ISIC_5032047,17
ISIC_0029601,19
ISIC_5349205,19
ISIC_0026630,19
ISIC_4814912,17
ISIC_0032089,19
ISIC_7935989,17
ISIC_3235868,17
ISIC_6628544,17
ISIC_2432466,19
ISIC_0002085,19
ISIC_1569775,17
ISIC_0833682,17
ISIC_5400113,17
ISIC_0033037,15
ISIC_0009294,19
ISIC_0013473,15
ISIC_1638953,19
ISIC_3760018,19
ISIC_0377213,17
ISIC_9667836,17
ISIC_0316788,17
ISIC_9516170,17
ISIC_4549059,17
ISIC_0055280,26
ISIC_0886853,17
ISIC_0010833,19
ISIC_0005402,19
ISIC_0069051,19
ISIC_0053756,23
ISIC_0073137,8
ISIC_1511661,19
ISIC_0068461,8
ISIC_8961478,15
ISIC_0007678,19
ISIC_0010290,12
ISIC_0065584,2
ISIC_0009828,19
ISIC_0034221,21
ISIC_0004491,19
ISIC_0029865,19
ISIC_0010444,19
ISIC_9756079,14
ISIC_5685440,2
ISIC_1171704,17
ISIC_3238064,17
ISIC_0026244,19
ISIC_0062226,11
ISIC_7837254,17
ISIC_6005775,17
ISIC_0025483,19
ISIC_3442725,17
ISIC_1617848,12
ISIC_0265494,19
ISIC_8606969,19
ISIC_0067412,19
ISIC_0001454,19
ISIC_6602939,17
ISIC_1668698,17
ISIC_7997132,19
ISIC_0001417,19
ISIC_7097417,19
ISIC_9059870,17
ISIC_0071354,19
ISIC_0032462,15
ISIC_3590167,15
ISIC_0001231,19
ISIC_0025861,19
ISIC_0060671,15
ISIC_2189426,17
ISIC_0057639,19
ISIC_0031343,19
ISIC_0002218,19
ISIC_0008853,19
ISIC_0925139,17
ISIC_0014160,15
ISIC_2316159,17
ISIC_0030536,19
ISIC_0010475,19
ISIC_0011969,19
ISIC_0011155,19
ISIC_2184229,17
ISIC_0027925,19
ISIC_0066475,19
ISIC_0297558,17
ISIC_0029942,19
ISIC_0062963,8
ISIC_4390848,17
ISIC_1273353,17
ISIC_0758641,17
ISIC_1884038,17
ISIC_0060065,19
ISIC_0007997,19
ISIC_7182917,17
ISIC_0010010,19
ISIC_3990124,17
ISIC_5135700,17
ISIC_0009060,19
ISIC_0005215,19
ISIC_8791163,17
ISIC_8072117,17
ISIC_0006633,19
ISIC_9112443,17
ISIC_0067857,15
ISIC_0002978,19
ISIC_0000553,15
ISIC_0063206,25
ISIC_8395701,17
ISIC_0027350,15
ISIC_0024399,19
ISIC_2955610,17
ISIC_8942704,17
ISIC_9663190,17
ISIC_0011509,15
ISIC_0007458,19
ISIC_6414490,17
ISIC_0014004,19
ISIC_0062477,15
ISIC_0067447,19
ISIC_0055681,8
ISIC_0062817,8
ISIC_7289411,19
ISIC_7197601,17
ISIC_0029469,19
ISIC_0060502,15
ISIC_0065582,15
ISIC_8117379,17
ISIC_0058451,25
ISIC_8416537,17
ISIC_1392702,17
ISIC_3568064,17
ISIC_5902741,17
ISIC_2518266,17
ISIC_0032429,8
ISIC_1240189,19
ISIC_0012851,23
ISIC_0014585,23
ISIC_3683402,17
ISIC_0033673,19
ISIC_5904214,17
ISIC_0004629,19
ISIC_0005379,19
ISIC_0001917,19
ISIC_0013637,23
ISIC_5025675,17
ISIC_0027910,19
ISIC_6065905,19
ISIC_9056392,17
ISIC_0013291,19
ISIC_0057887,19
ISIC_0013227,19
ISIC_5565349,17
ISIC_0002230,19
ISIC_0056275,19
ISIC_7095398,17
ISIC_1933891,19
ISIC_0931725,17
ISIC_0009222,19
ISIC_7021739,17
ISIC_2706407,19
ISIC_0033532,19
ISIC_0016044,19
ISIC_1075192,17
ISIC_0065614,19
ISIC_9429870,17
ISIC_0345607,23
ISIC_0034188,15
ISIC_2504659,17
ISIC_0026339,19
ISIC_7880046,17
ISIC_4009405,17
ISIC_0060643,8
ISIC_0030764,19
ISIC_3202083,17
ISIC_7400522,19
ISIC_0296109,17
ISIC_0031657,19
ISIC_0001976,19
ISIC_7605972,19
ISIC_4254744,17
ISIC_0057092,19
ISIC_5110209,17
ISIC_9954349,17
ISIC_9444493,17
ISIC_0179074,17
ISIC_6876691,19
ISIC_0061506,19
ISIC_0028454,19
ISIC_0427209,17
ISIC_0002968,19
ISIC_0072471,8
ISIC_0054887,19
ISIC_0024505,21
ISIC_4268757,17
ISIC_0025852,19
ISIC_0025171,19
ISIC_0001685,19
ISIC_0249269,17
ISIC_7453676,15
ISIC_0062851,8
ISIC_0002566,19
ISIC_9119271,17
ISIC_0030629,19
ISIC_1875839,19
ISIC_8707625,17
ISIC_8914322,17
ISIC_0030191,25
ISIC_4595555,19
ISIC_2112213,17
ISIC_0059394,8
ISIC_0002322,19
ISIC_0056563,8
ISIC_0030919,19
ISIC_0025830,21
ISIC_7459410,19
ISIC_0011123,19
ISIC_5442578,17
ISIC_8492638,17
ISIC_4154497,17
ISIC_5239242,17
ISIC_3985675,17
ISIC_0072587,19
ISIC_8636868,19
ISIC_0062792,15
ISIC_8375933,17
ISIC_0069207,19
ISIC_0055958,8
ISIC_0028841,19
ISIC_0853825,17
ISIC_0030384,19
ISIC_8901133,19
ISIC_0002120,19
ISIC_1213493,17
ISIC_4231032,17
ISIC_0494383,17
ISIC_1911390,17
ISIC_0066968,19
ISIC_9384566,17
ISIC_8755714,19
ISIC_7747636,6
ISIC_0068419,2
ISIC_6307069,17
ISIC_5063454,19
ISIC_0010159,19
ISIC_0028639,19
ISIC_9140677,17
ISIC_4529168,19
ISIC_0046983,15
ISIC_0026247,15
ISIC_0010312,19
ISIC_4419352,19
ISIC_8124910,19
ISIC_6216261,17
ISIC_4646202,19
ISIC_8444975,19
ISIC_0066328,19
ISIC_1653309,17
ISIC_0579562,19
ISIC_0062040,19
ISIC_5509212,17
ISIC_8068516,17
ISIC_6033409,19
ISIC_0002572,19
ISIC_0062807,23
ISIC_0005183,19
ISIC_0083035,17
ISIC_0064084,19
ISIC_0012701,15
ISIC_5513509,17
ISIC_0005386,19
ISIC_8834606,17
ISIC_4388706,12
ISIC_0071041,23
ISIC_1025009,17
ISIC_0006786,19
ISIC_0029183,19
ISIC_0009499,19
ISIC_9880848,19
ISIC_5123979,17
ISIC_8693637,17
ISIC_0154870,17
ISIC_9668646,17
ISIC_0012677,19
ISIC_0006352,19
ISIC_0070786,19
ISIC_8281208,15
ISIC_6851189,17
ISIC_0026389,19
ISIC_0002991,19
ISIC_4453489,17
ISIC_8994087,19
ISIC_1620801,17
ISIC_3699927,17
ISIC_0008327,19
ISIC_8142469,17
ISIC_0002315,19
ISIC_0032968,15
ISIC_0070812,23
ISIC_3882400,17
ISIC_8941622,17
ISIC_5604110,17
ISIC_0055799,15
ISIC_0031321,21
ISIC_0056889,8
ISIC_0068184,19
ISIC_0029231,19
ISIC_0006390,19
ISIC_2833156,19
ISIC_7611972,17
ISIC_9644397,17
ISIC_0005644,19
ISIC_0054923,19
ISIC_0061533,15
ISIC_0962787,17
ISIC_0003525,19
ISIC_1481965,17
ISIC_0058025,8
ISIC_5643186,17
ISIC_0011886,19
ISIC_0033449,21
ISIC_0065121,15
ISIC_0010137,15
ISIC_0005028,19
ISIC_0002280,19
ISIC_2402328,17
ISIC_5620480,17
ISIC_0065098,8
ISIC_0067454,8
ISIC_0029431,19
ISIC_0002788,19
ISIC_0028787,19
ISIC_0032927,15
ISIC_0009259,19
ISIC_0010365,19
ISIC_0210308,17
ISIC_0070492,8
ISIC_4210734,17
ISIC_4998535,17
ISIC_8493108,15
ISIC_4752151,17
ISIC_2272218,15
ISIC_0009141,19
ISIC_0058242,2
ISIC_4726702,17
ISIC_6742341,17
ISIC_0013927,23
ISIC_0027036,19
ISIC_0032743,19
ISIC_0008058,19
ISIC_0054685,19
ISIC_0031150,21
ISIC_0013998,19
ISIC_0071607,8
ISIC_0069920,15
ISIC_7169653,17
ISIC_6544051,17
ISIC_4669803,17
ISIC_0000598,19
ISIC_0071996,15
ISIC_0065338,15
ISIC_0032703,19
ISIC_9228120,17
ISIC_0002623,19
ISIC_5170196,17
ISIC_0026302,19
ISIC_0000051,19
ISIC_0009388,19
ISIC_0007711,19
ISIC_8217328,17
ISIC_6709150,23
ISIC_8406465,17
ISIC_4754859,17
ISIC_0010591,15
ISIC_9254641,15
ISIC_0003364,19
ISIC_0031513,8
ISIC_7226080,17
ISIC_0004611,19
ISIC_0080752,17
ISIC_0817569,17
ISIC_0070681,23
ISIC_0027495,19
ISIC_0027680,21
ISIC_2637608,15
ISIC_4245634,17
ISIC_4912127,19
ISIC_0007292,19
ISIC_2577881,17
ISIC_4928277,17
ISIC_4791461,19
ISIC_7680144,19
ISIC_0004162,19
ISIC_5213792,17
ISIC_0031628,19
ISIC_8574363,17
ISIC_0072361,8
ISIC_0060544,19
ISIC_5301131,17
ISIC_1578203,17
ISIC_0005169,19
ISIC_7853799,17
ISIC_0033574,19
ISIC_0030961,19
ISIC_0031777,19
ISIC_0026270,19
ISIC_7570942,17
ISIC_0028081,19
ISIC_0028838,19
ISIC_0055459,15
ISIC_0031233,15
ISIC_0001308,19
ISIC_9262654,24
ISIC_4831524,17
ISIC_0033211,19
ISIC_0030687,8
ISIC_7772009,17
ISIC_0032884,19
ISIC_9482754,19
ISIC_0014608,23
ISIC_4414811,17
ISIC_0024659,19
ISIC_2785789,17
ISIC_0029909,15
ISIC_0001291,19
ISIC_1292006,23
ISIC_0005348,19
ISIC_2300635,19
ISIC_6825567,14
ISIC_0027695,19
ISIC_5314191,17
ISIC_0056443,19
ISIC_0014838,19
ISIC_6325797,17
ISIC_0071256,2
ISIC_0027898,19
ISIC_0005397,19
ISIC_3237504,17
ISIC_0000320,19
ISIC_0004166,19
ISIC_3740449,17
ISIC_7684140,17
ISIC_9994033,17
ISIC_0835700,17
ISIC_9570983,17
ISIC_8420927,17
ISIC_0056166,2
ISIC_9338267,17
ISIC_5209280,19
ISIC_6491599,17
ISIC_0008945,19
ISIC_4669149,17
ISIC_2511658,17
ISIC_6574040,19
ISIC_0031326,21
ISIC_0055276,15
ISIC_9274041,17
ISIC_0001720,19
ISIC_4930672,17
ISIC_1862691,17
ISIC_1253435,17
ISIC_8248707,17
ISIC_0029938,19
ISIC_0002394,19
ISIC_8128335,17
ISIC_0063378,19
ISIC_0069986,15
ISIC_0207268,15
ISIC_9476810,19
ISIC_5161114,17
ISIC_1629539,17
ISIC_0068504,24
ISIC_0028019,19
ISIC_0000804,19
ISIC_0031679,19
ISIC_0830131,17
ISIC_0023593,1
ISIC_0061589,23
ISIC_6846447,17
ISIC_4189297,17
ISIC_9699901,17
ISIC_9310178,19
ISIC_0013128,19
ISIC_5433575,17
ISIC_0032953,19
ISIC_2907732,17
ISIC_0011907,17
ISIC_0033122,15
ISIC_6072001,17
ISIC_5111521,17
ISIC_2557960,24
ISIC_0033808,11
ISIC_3026023,19
ISIC_0999642,17
ISIC_0005325,19
ISIC_0024612,21
ISIC_0073196,8
ISIC_0011276,15
ISIC_6073897,24
ISIC_0059463,23
ISIC_0027197,19
ISIC_9070995,17
ISIC_0055826,19
ISIC_4385762,17
ISIC_0067664,24
ISIC_0566341,17
ISIC_0014587,23
ISIC_6027459,17
ISIC_0010813,19
ISIC_0064910,15
ISIC_7888704,17
ISIC_0056316,19
ISIC_0063565,19
ISIC_6852313,17
ISIC_6291884,17
ISIC_1386612,17
ISIC_0031879,19
ISIC_0004454,19
ISIC_0033567,19
ISIC_2033980,19
ISIC_0026483,19
ISIC_0005101,19
ISIC_0008349,19
ISIC_6780901,17
ISIC_1585604,17
ISIC_1183565,19
ISIC_7388850,19
ISIC_0013079,15
ISIC_2751294,17
ISIC_9312051,19
ISIC_1890558,17
ISIC_2821812,19
ISIC_0011081,19
ISIC_0073037,8
ISIC_7717610,19
ISIC_8826722,17
ISIC_0027699,19
ISIC_0072976,15
ISIC_0006662,19
ISIC_7010552,17
ISIC_1958612,19
ISIC_0010717,19
ISIC_0005217,19
ISIC_0267054,19
ISIC_8506622,17
ISIC_0098198,19
ISIC_4409067,19
ISIC_0007559,19
ISIC_5545410,17
ISIC_0024242,25
ISIC_1500815,19
ISIC_4327394,17
ISIC_0001916,19
ISIC_0055567,8
ISIC_0005969,19
ISIC_0008546,19
ISIC_4457514,17
ISIC_0063201,24
ISIC_0172163,17
ISIC_0027434,19
ISIC_6384927,17
ISIC_0055123,8
ISIC_0065627,15
ISIC_0071431,15
ISIC_0007044,19
ISIC_0072040,23
ISIC_0033024,15
ISIC_0004768,19
ISIC_2472214,17
ISIC_1730202,17
ISIC_0363576,19
ISIC_4485499,19
ISIC_0025938,19
ISIC_3833253,17
ISIC_0056014,8
ISIC_8545182,17
ISIC_0072699,19
ISIC_0028646,21
ISIC_9254433,17
